,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
27,2015/6/21,150,108655.36,1255,47846,5425,54130,54130,0,0,conventional,2015,BuffaloRochester
28,2015/6/14,134,149376.79,1184,48287,4433,95474,95474,0,0,conventional,2015,BuffaloRochester
29,2015/6/7,138,130908.11,779,58000,139,71991,71991,0,0,conventional,2015,BuffaloRochester
30,2015/5/31,140,130841.08,1039,54249,79,75473,75473,0,0,conventional,2015,BuffaloRochester
31,2015/5/24,143,121942.61,1034,55019,104,65786,65742,44,0,conventional,2015,BuffaloRochester
32,2015/5/17,135,137050.23,933,61668,57,74393,73415,978,0,conventional,2015,BuffaloRochester
33,2015/5/10,133,170547.18,1322,73754,185,95286,94833,453,0,conventional,2015,BuffaloRochester
34,2015/5/3,142,136771.79,946,50266,82,85477,84332,1102,43.06,conventional,2015,BuffaloRochester
35,2015/4/26,141,136964.3,1118,49557,106,86183,85503,640,40.28,conventional,2015,BuffaloRochester
36,2015/4/19,142,139612.52,1022,52955,59,85577,85057,520,0,conventional,2015,BuffaloRochester
37,2015/4/12,142,118172.53,884,45444,93,71752,70938,814,0,conventional,2015,BuffaloRochester
38,2015/4/5,144,124145.62,969,51024,96,72057,71409,598,50,conventional,2015,BuffaloRochester
39,2015/3/29,139,119890.65,1353,48430,81,70027,69919,108,0,conventional,2015,BuffaloRochester
40,2015/3/22,140,119902.96,3091,45420,48,71344,71289,56,0,conventional,2015,BuffaloRochester
41,2015/3/15,147,103413.11,3500,45689,66,54158,54046,111,0,conventional,2015,BuffaloRochester
42,2015/3/8,135,125724.96,1072,61974,102,62577,62217,360,0,conventional,2015,BuffaloRochester
43,2015/3/1,143,112363.86,1033,41685,104,69542,69480,62,0,conventional,2015,BuffaloRochester
44,2015/2/22,141,109546.92,1709,45394,132,62312,61765,547,0,conventional,2015,BuffaloRochester
45,2015/2/15,144,100207.14,1521,43272,58,55357,55233,124,0,conventional,2015,BuffaloRochester
46,2015/2/8,136,132760.1,1822,66262,162,64514,63918,596,0,conventional,2015,BuffaloRochester
47,2015/2/1,133,153920.35,2118,64771,112,86920,86848,71,0,conventional,2015,BuffaloRochester
48,2015/1/25,150,114052.94,1321,54007,75,58650,57910,740,0,conventional,2015,BuffaloRochester
49,2015/1/18,152,107040.29,1625,61860,133,43422,43420,2,0,conventional,2015,BuffaloRochester
50,2015/1/11,154,106221.32,1642,50985,80,53514,53514,0,0,conventional,2015,BuffaloRochester
51,2015/1/4,140,116253.44,3268,55693,110,57183,57183,0,0,conventional,2015,BuffaloRochester
0,2015/12/27,90,5040365.47,1833947,1760956,232756,1212707,1090140,110737,11829.59,conventional,2015,California
1,2015/12/20,94,4695737.21,1676601,1543281,266690,1209165,1061704,136747,10714.52,conventional,2015,California
2,2015/12/13,87,5259354.3,1806690,1627241,232985,1592438,1404012,180150,8275.96,conventional,2015,California
3,2015/12/6,78,5775536.27,1943066,2100246,221957,1510267,1376641,126664,6962.06,conventional,2015,California
4,2015/11/29,91,4575710.62,1461699,1810203,222311,1081497,991569,82338,7590.24,conventional,2015,California
5,2015/11/22,92,4804278.16,1602216,1917125,215632,1069306,979613,82444,7249.07,conventional,2015,California
6,2015/11/15,83,5755190.69,2243013,2164099,195159,1152919,1091769,53798,7352.34,conventional,2015,California
7,2015/11/8,98,5148983.51,2317859,1758965,216524,855637,813006,36306,6324.22,conventional,2015,California
8,2015/11/1,95,5830427.96,2369825,2596785,211902,651916,626994,19805,5117.73,conventional,2015,California
9,2015/10/25,112,4592461.81,1733791,2025016,215623,618032,606393,7596,4042.59,conventional,2015,California
10,2015/10/18,107,4999031.79,1847991,2286236,217814,646991,633894,10780,2316.59,conventional,2015,California
11,2015/10/11,108,5063309.38,1757212,2530023,221033,555042,533478,18373,3190.67,conventional,2015,California
12,2015/10/4,102,4943781.29,1461112,2788318,222261,472090,442924,25572,3594.34,conventional,2015,California
13,2015/9/27,104,5216784.63,1860050,2635028,206460,515246,496868,13336,5041.79,conventional,2015,California
14,2015/9/20,114,4759791.13,1702965,2230694,273922,552210,529779,17304,5126.49,conventional,2015,California
15,2015/9/13,113,5106508.12,1863271,2388023,270794,584420,502057,76298,6065.2,conventional,2015,California
16,2015/9/6,109,5806392.78,2859326,2077194,240185,629688,591630,33545,4513.07,conventional,2015,California
17,2015/8/30,108,5647385.15,3104608,1660274,233027,649476,640601,5989,2885.76,conventional,2015,California
18,2015/8/23,118,5193221,2626978,1798911,222083,545249,535184,6574,3491.36,conventional,2015,California
19,2015/8/16,111,5616434.08,3098709,1731349,208725,577652,572197,2082,3372.38,conventional,2015,California
20,2015/8/9,110,6232081.27,3260776,2196705,193832,580769,570729,7357,2683.59,conventional,2015,California
21,2015/8/2,116,5428238.87,2940146,1737846,183471,566776,559588,4954,2234.75,conventional,2015,California
22,2015/7/26,113,5557616.27,3112922,1636660,209427,598608,590750,5181,2676.28,conventional,2015,California
23,2015/7/19,118,5225200.52,2805888,1629872,188207,601234,577737,20674,2822.8,conventional,2015,California
24,2015/7/12,113,5451636.92,2747300,1923893,157478,622966,601359,18032,3574.73,conventional,2015,California
25,2015/7/5,112,6718011.83,3581150,2120303,254187,762371,731692,27317,3362.15,conventional,2015,California
26,2015/6/28,110,5641742.02,3163840,1610910,212173,654819,630301,21862,2656.02,conventional,2015,California
27,2015/6/21,107,5952597.29,3328632,1743509,218424,662032,634245,24278,3510.13,conventional,2015,California
28,2015/6/14,97,6741662.31,4075881,1771909,210671,683201,657421,22961,2818.56,conventional,2015,California
29,2015/6/7,98,6374842.9,3614314,1860329,221330,678869,651945,23422,3501.78,conventional,2015,California
30,2015/5/31,98,6236903.31,3620440,1826497,209443,580523,554225,23083,3215.29,conventional,2015,California
31,2015/5/24,110,5621713.64,2978397,1873206,195991,574120,546421,24486,3213.4,conventional,2015,California
32,2015/5/17,108,5289138.5,2923674,1649624,168597,547244,525805,18497,2941.83,conventional,2015,California
33,2015/5/10,93,6650357.96,4085859,1735132,194576,634791,613601,18366,2823.53,conventional,2015,California
34,2015/5/3,88,8567534.49,4340117,3403145,192474,631798,609389,19736,2673.97,conventional,2015,California
35,2015/4/26,115,4923565.04,2421010,1729487,196469,576600,548252,26484,1863.18,conventional,2015,California
36,2015/4/19,105,5871080.81,3024466,2070974,177355,598286,524768,71989,1529.08,conventional,2015,California
37,2015/4/12,106,5636644.51,2848184,1988818,185199,614444,532714,79865,1864.19,conventional,2015,California
38,2015/4/5,112,5467155.55,2754465,1886169,225397,601125,539258,59212,2654.56,conventional,2015,California
39,2015/3/29,110,5341821.67,2609533,1869271,193578,669440,605995,61959,1486.34,conventional,2015,California
40,2015/3/22,106,5571812.77,2348618,2314394,195791,713009,681404,30059,1546.29,conventional,2015,California
41,2015/3/15,106,5557163.11,2962520,1737354,194761,662527,632904,27625,1998.56,conventional,2015,California
42,2015/3/8,96,5990243.89,3484275,1649936,184721,671313,642307,27241,1764.61,conventional,2015,California
43,2015/3/1,84,6700134.25,3516551,2460932,170581,552070,515386,34846,1838.1,conventional,2015,California
44,2015/2/22,96,5951871.32,3210177,1933699,172676,635319,596185,36941,2193.32,conventional,2015,California
45,2015/2/15,96,5699944.93,3315164,1620462,169908,594412,544991,47018,2403.05,conventional,2015,California
46,2015/2/8,91,5871224.58,2908845,2200394,149459,612526,553683,56311,2532.59,conventional,2015,California
47,2015/2/1,85,9032180.67,4794142,3460744,177145,600149,556205,41203,2740.84,conventional,2015,California
48,2015/1/25,106,4929884.26,2380956,1827783,150536,570610,521004,46809,2796.24,conventional,2015,California
49,2015/1/18,102,5570915.26,2780860,2108450,121614,559991,520299,36501,3190.49,conventional,2015,California
50,2015/1/11,92,6024932.34,2889591,2485720,103573,546048,510560,31874,3613.09,conventional,2015,California
51,2015/1/4,93,5777334.9,2843648,2267755,137480,528452,477193,47883,3375.8,conventional,2015,California
0,2015/12/27,96,156698.24,33070,62956,23042,37630,35130,2500,0,conventional,2015,Charlotte
1,2015/12/20,98,139917.89,29500,55521,19843,35055,33273,1782,0,conventional,2015,Charlotte
2,2015/12/13,95,157146.19,31727,62544,23843,39032,35793,3239,0,conventional,2015,Charlotte
3,2015/12/6,99,156114.08,34117,63075,28483,30439,28182,2257,0,conventional,2015,Charlotte
4,2015/11/29,95,138858.86,31911,53471,22686,30791,27376,3415,0,conventional,2015,Charlotte
5,2015/11/22,100,133618.33,30029,53645,24222,25723,22228,3495,0,conventional,2015,Charlotte
6,2015/11/15,101,169281.16,28544,80245,36861,23632,21132,2500,0,conventional,2015,Charlotte
7,2015/11/8,103,164322.04,30861,54456,49282,29723,28076,1647,0,conventional,2015,Charlotte
8,2015/11/1,111,171793.87,33372,47080,53969,37374,32848,4526,0,conventional,2015,Charlotte
9,2015/10/25,127,140920.61,23094,38357,44883,34587,30219,4368,0,conventional,2015,Charlotte
10,2015/10/18,126,156565.98,22805,54519,44707,34535,31177,3358,0,conventional,2015,Charlotte
11,2015/10/11,114,167396.56,22942,45669,58990,39796,33103,6693,0,conventional,2015,Charlotte
12,2015/10/4,122,146737.74,23649,44671,40367,38051,30389,7662,0,conventional,2015,Charlotte
13,2015/9/27,109,168780.22,24398,54210,58552,31621,27053,4567,0,conventional,2015,Charlotte
14,2015/9/20,120,161443.98,25923,46906,41262,47353,38940,8413,0,conventional,2015,Charlotte
15,2015/9/13,119,171077.53,30123,41617,36469,62868,56910,5958,0,conventional,2015,Charlotte
16,2015/9/6,101,227728.43,35127,62187,64372,66042,59198,6844,0,conventional,2015,Charlotte
17,2015/8/30,120,179026.88,33512,41701,38130,65684,63371,2313,0,conventional,2015,Charlotte
18,2015/8/23,115,203298.37,32281,50476,41678,78865,76846,2018,0,conventional,2015,Charlotte
19,2015/8/16,124,178525.52,32129,42068,41343,62986,60769,2216,0,conventional,2015,Charlotte
20,2015/8/9,121,173059.32,29916,43783,37614,61746,57783,3963,0,conventional,2015,Charlotte
21,2015/8/2,124,179321.9,30200,48687,39735,60700,58628,2072,0,conventional,2015,Charlotte
22,2015/7/26,123,173896.82,30901,39608,39261,64127,62054,2073,0,conventional,2015,Charlotte
23,2015/7/19,119,187575.03,33382,49072,39515,65605,62471,3135,0,conventional,2015,Charlotte
24,2015/7/12,118,182856.82,23581,56317,35107,67852,65681,2170,0,conventional,2015,Charlotte
25,2015/7/5,118,216118.9,30803,73470,40602,71243,67865,3378,0,conventional,2015,Charlotte
26,2015/6/28,117,193654.01,23694,58162,42044,69754,67989,1765,0,conventional,2015,Charlotte
27,2015/6/21,117,201173.1,30951,58913,38260,73048,69426,3622,0,conventional,2015,Charlotte
28,2015/6/14,115,207093.88,31248,64829,41193,69824,67842,1982,0,conventional,2015,Charlotte
29,2015/6/7,115,199980.3,43524,45227,38579,72651,69124,3527,0,conventional,2015,Charlotte
30,2015/5/31,119,194630.86,45688,43260,44530,61153,58991,2162,0,conventional,2015,Charlotte
31,2015/5/24,120,212527.72,43629,59208,46014,63677,59663,4014,0,conventional,2015,Charlotte
32,2015/5/17,121,190799.99,44340,46424,40249,59787,57584,2203,0,conventional,2015,Charlotte
33,2015/5/10,119,192767.09,47626,42864,38370,63907,61760,2147,0,conventional,2015,Charlotte
34,2015/5/3,100,261492.2,50203,69447,77627,64215,58626,5589,0,conventional,2015,Charlotte
35,2015/4/26,120,182141.55,39481,44797,37961,59902,58701,1201,0,conventional,2015,Charlotte
36,2015/4/19,118,180944.22,38330,41954,36041,64618,63182,1436,0,conventional,2015,Charlotte
37,2015/4/12,117,204005.24,48793,50390,39638,65184,61787,3396,0,conventional,2015,Charlotte
38,2015/4/5,119,177919.28,43112,40448,36210,58148,56451,1599,98.61,conventional,2015,Charlotte
39,2015/3/29,123,178788.49,34498,50741,40688,52861,51856,1005,0,conventional,2015,Charlotte
40,2015/3/22,119,182876.15,41638,44727,37099,59412,56444,2968,0,conventional,2015,Charlotte
41,2015/3/15,119,183944.05,39138,48596,43740,52470,51028,1442,0,conventional,2015,Charlotte
42,2015/3/8,125,159386.69,29980,39245,36250,53912,52538,1374,0,conventional,2015,Charlotte
43,2015/3/1,118,176146.34,45465,40007,34949,55726,52874,2852,0,conventional,2015,Charlotte
44,2015/2/22,108,201741.43,44680,48499,61590,46973,44920,2053,0,conventional,2015,Charlotte
45,2015/2/15,122,156798.51,28228,38592,40431,49548,40420,9128,0,conventional,2015,Charlotte
46,2015/2/8,117,150139.38,31509,35567,31779,51284,41921,9363,0,conventional,2015,Charlotte
47,2015/2/1,98,254009.7,52916,71210,80814,49070,33450,15620,0,conventional,2015,Charlotte
48,2015/1/25,118,167270.13,37383,44001,31576,54310,41623,12686,0,conventional,2015,Charlotte
49,2015/1/18,125,152671.15,26463,40476,38677,47055,33997,13058,0,conventional,2015,Charlotte
50,2015/1/11,126,159942.68,31586,38119,40802,49436,38822,10614,0,conventional,2015,Charlotte
51,2015/1/4,119,166006.29,29419,47221,38569,50798,44329,6469,0,conventional,2015,Charlotte
0,2015/12/27,93,661137.13,42799,445219,78378,94741,83067,1618,10056.67,conventional,2015,Chicago
1,2015/12/20,91,690669.34,35725,464574,96306,94064,76241,9593,8230,conventional,2015,Chicago
2,2015/12/13,107,668601.5,40380,451470,94163,82588,76829,5694,65.29,conventional,2015,Chicago
3,2015/12/6,114,664020.49,53173,455048,92888,62911,62473,421,16.76,conventional,2015,Chicago
4,2015/11/29,111,602481.22,42851,422479,74989,62161,61863,299,0,conventional,2015,Chicago
5,2015/11/22,94,751897.89,34869,553545,89732,73752,73457,294,0,conventional,2015,Chicago
6,2015/11/15,117,641881.96,31286,441754,93857,74985,74724,261,0,conventional,2015,Chicago
7,2015/11/8,101,711146.61,44528,498562,101889,66166,65842,324,0,conventional,2015,Chicago
8,2015/11/1,100,807041.46,69420,562215,106537,68870,68448,422,0,conventional,2015,Chicago
9,2015/10/25,112,687650.27,59161,454353,108012,66124,65795,323,5.61,conventional,2015,Chicago
10,2015/10/18,115,690302.58,25883,482992,118311,63116,62077,286,753.79,conventional,2015,Chicago
11,2015/10/11,108,708914.17,16455,503814,119996,68648,65145,529,2974.56,conventional,2015,Chicago
12,2015/10/4,118,675172.63,14269,485262,105711,69930,66015,2240,1674.84,conventional,2015,Chicago
13,2015/9/27,115,720501.55,16484,532029,101194,70795,63370,2923,4501.47,conventional,2015,Chicago
14,2015/9/20,119,729117.42,16478,534644,103104,74892,71196,3317,379.19,conventional,2015,Chicago
15,2015/9/13,119,775671.49,17172,546965,128620,82914,78368,3810,736.09,conventional,2015,Chicago
16,2015/9/6,111,808677.78,17596,581941,122938,86202,82905,3290,7.39,conventional,2015,Chicago
17,2015/8/30,112,773773.53,17363,570147,112344,73919,71627,2205,86.59,conventional,2015,Chicago
18,2015/8/23,120,751850.01,17596,550360,103622,80272,77074,2760,438.87,conventional,2015,Chicago
19,2015/8/16,116,817690.89,19194,609692,104997,83807,80019,3448,340.71,conventional,2015,Chicago
20,2015/8/9,125,731125.01,18237,526303,104796,81788,79510,1905,372.9,conventional,2015,Chicago
21,2015/8/2,127,761027.42,21607,559825,97419,82176,79198,2476,501.53,conventional,2015,Chicago
22,2015/7/26,112,791332.34,26653,577460,99067,88152,83729,3516,907.04,conventional,2015,Chicago
23,2015/7/19,124,797060.27,20535,560872,116910,98743,92363,3531,2849.46,conventional,2015,Chicago
24,2015/7/12,126,772151.2,22934,545739,109149,94328,90429,2536,1363.39,conventional,2015,Chicago
25,2015/7/5,124,937317.45,28423,661207,118635,129053,126579,2236,237.24,conventional,2015,Chicago
26,2015/6/28,121,786250.22,27392,524477,104595,129787,126836,1896,1054.56,conventional,2015,Chicago
27,2015/6/21,124,804902.52,34715,536926,122240,111022,107243,1659,2120.09,conventional,2015,Chicago
28,2015/6/14,121,868197.41,55228,586037,107908,119025,116318,2619,87.48,conventional,2015,Chicago
29,2015/6/7,124,824216.23,51411,544664,122929,105212,99942,4693,576.94,conventional,2015,Chicago
30,2015/5/31,126,803571.87,50564,518850,132733,101425,99123,2299,3.62,conventional,2015,Chicago
31,2015/5/24,123,887105.04,57568,611797,113476,104264,101616,2639,9.04,conventional,2015,Chicago
32,2015/5/17,123,817870.17,54088,569043,109205,85534,82690,2813,30.8,conventional,2015,Chicago
33,2015/5/10,123,835938.63,55587,545784,141251,93316,88848,4468,0,conventional,2015,Chicago
34,2015/5/3,104,978376.13,64799,690168,129694,93716,89297,4415,3.61,conventional,2015,Chicago
35,2015/4/26,124,779868.01,46749,543002,97410,92706,88342,3574,790.11,conventional,2015,Chicago
36,2015/4/19,124,832529.06,52850,594215,93303,92161,89277,2780,103.94,conventional,2015,Chicago
37,2015/4/12,124,710718.98,45104,488323,83138,94154,91664,2475,14.3,conventional,2015,Chicago
38,2015/4/5,127,751812.42,38641,530947,90802,91423,87170,3423,829.75,conventional,2015,Chicago
39,2015/3/29,122,757271.96,25630,545318,84866,101459,97285,4163,10.68,conventional,2015,Chicago
40,2015/3/22,121,799946.53,29308,596342,83938,90359,87394,2925,39.05,conventional,2015,Chicago
41,2015/3/15,109,827010.39,30101,600833,98822,97254,93313,3915,26.59,conventional,2015,Chicago
42,2015/3/8,118,772997.09,27489,523118,112934,109455,107215,2235,5.31,conventional,2015,Chicago
43,2015/3/1,109,863391.73,24137,637043,111791,90420,88092,2289,38.97,conventional,2015,Chicago
44,2015/2/22,118,773078.09,39072,533387,106178,94440,90447,3977,15.94,conventional,2015,Chicago
45,2015/2/15,117,726401.24,29712,488592,110447,97651,92519,5113,19.58,conventional,2015,Chicago
46,2015/2/8,113,729325.61,28217,499138,119634,82336,78981,3273,81.93,conventional,2015,Chicago
47,2015/2/1,91,1133491.66,50784,824745,164884,93078,89517,3449,112.35,conventional,2015,Chicago
48,2015/1/25,122,745439.17,26118,488218,145882,85221,75868,9266,87.51,conventional,2015,Chicago
49,2015/1/18,114,797741.43,24918,533718,140240,98866,95516,3312,37.57,conventional,2015,Chicago
50,2015/1/11,115,802874.94,31240,558488,133849,79299,74716,4539,42.96,conventional,2015,Chicago
51,2015/1/4,111,783068.03,30270,550752,124506,77539,72888,4651,0,conventional,2015,Chicago
0,2015/12/27,87,162993.77,2633,100444,9547,50369,14051,30968,5350.6,conventional,2015,CincinnatiDayton
1,2015/12/20,85,175425.57,2732,108931,7517,56246,12118,39680,4447.65,conventional,2015,CincinnatiDayton
2,2015/12/13,79,207386.27,3803,123545,4574,75465,15835,58784,846.12,conventional,2015,CincinnatiDayton
3,2015/12/6,83,207513.04,2915,129979,15476,59144,13539,42886,2718.94,conventional,2015,CincinnatiDayton
4,2015/11/29,88,141356.34,2399,94094,5886,38978,12785,24850,1342.37,conventional,2015,CincinnatiDayton
5,2015/11/22,89,174892.99,2566,115591,9596,47140,13805,31447,1888.97,conventional,2015,CincinnatiDayton
6,2015/11/15,88,193723.22,2680,129292,4906,56846,15734,40083,1028.74,conventional,2015,CincinnatiDayton
7,2015/11/8,87,239070.13,2979,156268,19577,60246,12990,42510,4746.69,conventional,2015,CincinnatiDayton
8,2015/11/1,93,254760.33,2998,166868,13268,71626,14831,53585,3210.41,conventional,2015,CincinnatiDayton
